,AG,AL,C,CS,CU,FG,HC,I,J,JD,L,M,MA,NI,OI,P,PB,PP,RB,RU,SF,SR,TA,V,Y,ZC
2012-01-04,,-0.0053,0.012111,,-0.00399,,,,0.004768,,0.014737,-0.0045,,,,,-0.00486,,,-0.09414,,-0.08794,-0.00047,-0.02505,0.022022,
2012-01-05,,-0.00468,0.011668,,0.000986,,,,-0.00025,,0.019738,-0.012,,,,,-0.00519,,,-0.08981,,-0.06124,-0.01517,-0.02505,0.016208,
2012-01-06,,-0.00407,0.012111,,-0.00018,,,,0.021212,,0.015545,-0.02036,,,,,-0.0036,,,-0.07768,,-0.06501,-0.02114,-0.02575,0.011173,
2012-01-09,,0.000629,0.002842,,-0.00045,,,,0.026263,,0.024454,-0.02103,,,,,-0.0046,,,-0.07158,,-0.05928,-0.01386,-0.01873,0.01701,
2012-01-10,,0.0025,0.007002,,0.00588,,,,0.027778,,0.022882,-0.01473,,,,,-0.00033,,,-0.06667,,-0.04573,-0.02328,-0.02294,0.017925,
2012-01-11,,0.011236,0.003394,,0.0103,,,,0.041919,,0.020262,-0.01665,,,,,-0.00616,,,-0.0533,,-0.03925,-0.01864,-0.02505,0.01681,
2012-01-12,,0.011548,0.002321,,0.010181,,,,0.041919,,0.02393,-0.02075,,,,,0.000979,,,-0.03954,,-0.03427,-0.02341,-0.02294,0.015557,
2012-01-13,,0.012829,0.001407,,0.013848,,,,0.041919,,0.02393,-0.02553,,,,,-0.00032,,,-0.04716,,-0.03533,-0.01691,-0.02575,0.009737,
2012-01-16,,0.010938,-0.00464,,0.014604,,,,0.030303,,0.01607,-0.03279,,,,0.038723,0.00065,,,-0.0483,,-0.03367,-0.01006,-0.03278,-0.00269,
2012-01-17,,0.015878,-0.00775,,0.023524,,,,0.040909,,0.033071,-0.02668,,,,0.039616,0.000321,,,-0.02452,,-0.03217,0.004114,-0.01905,0.001984,
2012-01-18,,0.018979,-0.00602,,0.021652,,,,0.044444,,0.0415,-0.02509,,,,0.033247,0.004466,,,-0.01343,,-0.02844,-0.00742,-0.00733,0.000299,
2012-01-19,,0.017413,-0.00688,,0.015838,,,,0.04798,,0.043069,-0.02441,,,,0.033766,0.006319,,,-0.00352,,-0.02677,-0.00539,-0.00546,0.000523,
2012-01-20,,0.019279,-0.00342,,0.023926,,,,0.04798,,0.047263,-0.01501,,,,0.042857,0.010675,,,0.023736,,-0.01684,0.003371,0.000238,0.010374,
2012-01-30,,0.020898,0.004279,,0.01029,,,,0.059596,,0.068522,-0.02188,,,,0.036223,0.008372,,,-0.0118,,-0.02352,0.020225,0.008787,0.008489,
2012-01-31,,0.017467,0.007343,,0.018182,,,,0.036341,,0.051795,-0.02756,,,,0.035065,0.007488,,,-0.00749,,-0.02614,0.004176,0.007158,0.000742,
2012-02-01,,0.017857,0.008207,,0.01287,,,,0.028853,,0.041865,-0.02118,,,,0.03987,0.004069,,,-0.01235,,-0.02704,-0.00306,0.007874,0.009,
2012-02-02,,0.019436,0.006617,,0.015437,,,,0.026387,,0.040848,-0.01866,,,,0.047391,0.00815,,,-0.02365,,-0.02494,-0.00462,0.011987,0.007539,
2012-02-03,,0.015987,0.013038,,0.01408,,,,0.027374,,0.041865,-0.02037,,,,0.049206,0.007837,,,-0.01961,,-0.02599,-0.00659,0.02956,0.01241,
2012-02-06,,0.018182,0.017634,,0.015488,,,,0.040691,,0.051771,-0.01121,,,,0.054604,0.012442,,,0.000704,,-0.02104,0.00989,0.037491,0.020521,
2012-02-07,,0.016667,0.018567,,0.013535,,,,0.038718,,0.043939,-0.0143,,,,0.053053,0.003744,,,-0.01339,,-0.01836,-0.0024,0.024671,0.01564,
2012-02-08,,0.019811,0.023359,,0.021774,,,,0.038224,,0.04899,-0.01394,,,,0.056672,0.0078,,,0.001213,,-0.01806,0.014365,0.022939,0.022313,
2012-02-09,,0.024827,0.022501,,0.018272,,,,0.037824,,0.043566,-0.02057,,,,0.065373,0.00624,,,0.002426,,-0.00865,0.002623,0.020863,0.021652,
2012-02-10,,0.026398,0.01866,,0.021248,,,,0.026108,,0.035264,-0.02779,,,,0.059683,0.00624,,,-0.01638,,-0.01111,0.01326,0.019277,0.018169,
2012-02-13,,0.023869,0.022395,,0.016722,,,,0.017423,,0.030227,-0.02624,,,,0.064603,0.005024,,,-0.02082,,-0.00776,-0.00262,0.023614,0.02533,
2012-02-14,,0.021384,0.019587,,0.013883,,,,0.014969,,0.03073,-0.03285,,,,0.065465,0.00189,,,-0.02732,,-0.01126,0.005055,0.02,0.024058,
2012-02-15,,0.02204,0.013088,,0.018335,,,,0.014969,,0.025985,-0.03376,,,,0.066152,0.008875,,,-0.01683,,-0.01299,0.008398,0.013043,0.022027,
2012-02-16,,0.01797,0.011981,,0.007477,,,,0.006135,,0.007376,-0.03619,,,,0.06399,-0.00447,,,-0.03921,,-0.0151,-0.01282,0.004854,0.015064,
2012-02-17,,0.019534,0.015404,,0.010029,,,,0.007117,,0.010897,-0.02057,,,,0.067182,-0.00128,,,-0.03381,,-0.01413,-0.00402,0.004854,0.02219,
2012-02-20,,0.018262,0.017289,,0.009814,,,,0.00563,,0.022464,-0.02249,,,,0.069137,0.000638,,,-0.02698,,-0.00793,0.001341,0.002669,0.022698,
2012-02-21,,0.017632,0.017304,,0.012881,,,,0.017327,,0.02699,-0.02677,,,,0.064454,0.002226,,,-0.01507,,-0.00928,0.001564,0.007561,0.021262,
2012-02-22,,0.021069,0.014307,,0.017066,,,,0.028643,,0.036869,-0.02534,,,,0.067432,0.002536,,,-0.005,,-0.0053,0.003352,0.01685,0.019372,
2012-02-23,,0.02044,0.01322,,0.014568,,,,0.027646,,0.032323,-0.0225,,,,0.066752,0.003791,,,-0.0109,,-0.00547,-0.00559,0.013187,0.015835,
2012-02-24,,0.018553,0.015135,,0.010093,,,,0.032709,,0.036869,-0.02006,,,,0.068546,0.006929,,,-0.00739,,-0.00532,0.006292,0.013971,0.018056,
2012-02-27,,0.02137,0.017447,,0.01786,,,,0.037703,,0.05,-0.01521,,,,0.07246,0.012539,,,-0.0123,,0.001161,0.017079,0.023616,0.020856,
2012-02-28,,0.021999,0.021873,,0.019387,,,,0.0397,,0.049493,-0.01967,,,,0.073469,0.014977,,,-0.01463,,0.002022,0.005333,0.028044,0.020982,
2012-02-29,,0.021056,0.024809,,0.017377,,,,0.042197,,0.054453,-0.01661,,,,0.071173,0.017161,,,-0.00645,,-0.0009,0.011844,0.027306,0.017391,
2012-03-01,,0.018542,0.026268,,0.012139,,,,0.038702,,0.060051,-0.01958,,,,0.06352,0.010642,,,-0.00768,,-0.00416,0.015866,0.036162,0.012912,
2012-03-02,,0.021999,0.022276,,0.012252,,,,0.043196,,0.063291,-0.01385,,,,0.062592,0.010955,,,-0.008,,-0.00307,0.021333,0.042066,0.013391,
2012-03-05,,0.019786,0.020041,,0.014812,,,,0.035705,,0.03202,-0.00209,,,,0.062428,0.011268,,,-0.01392,,-0.00637,0.011868,0.038575,0.014538,
2012-03-06,,0.01696,0.012393,,0.014316,,,,0.031211,,0.036453,-0.00341,,,,0.060299,0.006299,,,-0.02627,,-0.00877,0.008352,0.036364,0.010981,
2012-03-07,,0.01478,0.011659,,0.009864,,,,0.02372,,0.001928,-0.0064,,,,0.051828,-0.00064,,,-0.03901,,-0.01155,0.006444,0.022059,0.008043,
2012-03-08,,0.015389,0.011972,,0.012054,,,,0.035057,,-0.00385,-0.01297,,,,0.056244,0.005096,,,-0.03664,,-0.00938,0.018427,0.022794,0.010378,
2012-03-09,,0.017274,0.020576,,0.014165,,,,0.040101,,0.00625,-0.00991,,,,0.070696,0.014013,,,-0.02568,,-0.00668,0.02382,0.028676,0.027892,
2012-03-12,,0.014743,0.024726,,0.014405,,,,0.037579,,0.012981,-0.02181,,,,0.059721,0.009192,,,-0.02223,,-0.01087,0.017303,0.030882,0.012394,
2012-03-13,,0.015361,0.02875,,0.016361,,,,0.038083,,0.010127,-0.01748,,,,0.06245,0.012954,,,-0.01356,,-0.01067,0.023277,0.033824,0.015369,
2012-03-14,,0.014724,0.025036,,0.012126,,,,0.033039,,0.003765,-0.00441,,,,0.056539,0.005338,,,-0.01251,,-0.01097,0.013107,0.029412,0.023448,
2012-03-15,,0.013488,0.026061,,0.013109,,,,0.020933,,0.031718,-0.0112,,,,0.052195,0.00412,,,-0.02147,,-0.00903,0.0176,0.016402,0.01401,
2012-03-16,,0.014115,0.035062,,0.022353,,,,0.012531,,0.026093,-0.01058,,,,0.044223,0.005669,,,-0.02716,,-0.00457,0.011494,0.010527,0.016532,
2012-03-19,,0.011264,0.032318,,0.011735,,,,0.006516,,0.016718,-0.01447,,,,0.044096,-0.00094,,,-0.03449,,-0.00784,0.015673,0.002448,0.00613,
2012-03-20,,0.010313,0.026788,,0.013836,,,,0.01203,,0.012968,-0.02393,,,,0.036018,-0.00157,,,-0.03897,,-0.0074,0.019294,0.003917,-0.00218,
2012-03-21,,0.01,0.027742,,0.009548,,,,0.017043,,0.013906,-0.01781,,,,0.029502,-0.00633,,,-0.03027,,-0.01335,0.02,0.003183,-0.0049,
2012-03-22,,0.00813,0.022351,,0.006462,,,,0.031472,,0.014988,-0.01649,,,,0.031674,-0.01076,,,-0.03356,,-0.01603,0.018824,0.003183,-0.00441,
2012-03-23,,0.012821,0.020582,,0.002937,,,,0.035025,,0.005621,-0.00988,,,,0.035777,-0.00639,,,-0.03674,,-0.01015,0.01731,0.000245,-0.00073,
2012-03-26,,0.014688,0.009573,,0.011765,,,,0.038579,,0.017514,-0.00652,,,,0.0546,-0.00573,,,-0.02873,,-0.01097,0.00948,0.00098,-0.00478,
2012-03-27,,0.015,0.006889,,0.015205,,,,0.038071,,0.025489,-0.00936,,,,0.036132,-0.00414,,,-0.02739,,-0.01529,0.007126,0.045043,-0.00267,
2012-03-28,,0.012804,0.008839,,0.013266,,,,0.031472,,0.018452,-0.00573,,,,0.037433,-0.00892,,,-0.03403,,-0.0129,0.0032,0.029621,-0.004,
2012-03-29,,0.010313,0.004938,,0.010241,,,,0.027411,,0.002502,-0.01242,,,,0.03156,-0.01216,,,-0.04452,,-0.00925,-0.01,0.024265,-0.01058,
2012-03-30,,0.01,-0.00093,,0.016504,,,,0.027411,,0.001882,-0.02148,,,,0.022288,-0.00832,,,-0.0412,,-0.00791,-0.01074,0.022059,-0.01837,
2012-04-05,,0.00721,0.018381,,0.012218,,,,0.024365,,-0.01611,-0.01347,,,,0.004609,-0.00738,,,-0.0705,,-0.00606,-0.01149,0.022794,-0.03113,
2012-04-06,,0.012226,0.024838,,0.019345,,,,0.020812,,-0.00372,-0.01991,,,,0.005007,-0.00606,,,-0.06918,,-0.00486,0.003721,0.030882,-0.02071,
2012-04-09,,0.009675,0.025256,,0.009913,,,,0.017259,,-0.00775,-0.03007,,,,0.011606,-0.00318,,,-0.0672,,0.012555,-0.00023,0.030792,-0.01923,
2012-04-10,,0.008115,0.017592,,0.006245,,,,0.014213,,-0.01704,-0.03051,,,,0.01093,-0.00382,,,-0.06596,,0.008,-0.00023,0.030792,-0.01804,
2012-04-11,,0.007509,0.011642,,-0.00034,,,,0.017259,,-0.02773,-0.03563,,,,0.004908,-0.00865,,,-0.08267,,0.002363,-0.00581,0.026393,-0.02447,
2012-04-12,,0.010951,0.011227,,0.005882,,,,0.017303,,-0.02169,-0.03586,,,,0.008136,-0.00383,,,-0.07855,,0.005066,-0.00256,0.032967,-0.02107,
2012-04-13,,0.01189,0.012631,,0.009862,,,,0.068193,,-0.02181,-0.02654,,,,0.016045,-0.00095,,,-0.07954,,0.003443,-0.00416,0.032967,-0.01279,
2012-04-16,,0.008156,0.005833,,0.00088,,,,0.061069,,-0.0312,-0.03335,,,,0.009231,-0.00384,,,-0.08845,,-0.00556,-0.0108,0.025641,-0.01892,
2012-04-17,,0.006262,0.011013,,0.000352,,,,0.059033,,-0.02691,-0.02024,,,,0.013791,0.00064,,,-0.08707,,-0.01131,0.003006,0.025641,-0.0163,
2012-04-18,,0.006884,0.010822,,0.007187,,,,0.050891,,-0.02274,-0.02591,,,,0.013791,0.00512,,,-0.06807,,-0.01176,-0.00411,0.025854,-0.01324,
2012-04-19,,0.003438,0.016963,,0.001305,,,,0.044275,,-0.02367,-0.02533,,,,0.013027,0.0016,,,-0.06254,,-0.01787,-0.00617,0.026586,-0.01502,
2012-04-20,,0.004057,0.018183,,0.003738,,,,0.047837,,-0.01717,-0.01736,,,,0.012339,0.004473,,,-0.05316,,-0.01965,-0.00526,0.030244,-0.01342,
2012-04-23,,0.004055,0.013357,,0.000781,,,,0.036108,,-0.01505,-0.01595,,,,0.018598,0.005414,,,-0.05212,,-0.0226,-0.01394,0.026586,-0.00819,
2012-04-24,,0.005303,0.012519,,-0.00165,,,,0.030474,,-0.0175,-0.02576,,,,0.008526,0.00319,,,-0.06034,,-0.02482,-0.01563,0.021464,-0.01087,
2012-04-25,,0.005915,0.009171,,0.000174,,,,0.025798,,-0.01822,-0.03931,,,,0.00745,0.004147,,,-0.06165,,-0.024,-0.01179,0.02,-0.01022,
2012-04-26,,0.005915,0.013357,,0.003202,,,,0.029885,,-0.00995,-0.05012,,,,0.003782,0.005742,,,-0.05589,,-0.02282,-0.01156,0.023659,-0.00855,
2012-04-27,,0.006849,0.015868,,0.012029,,,,0.033035,,-0.00981,-0.02554,,,,0.005845,0.006995,,,-0.04767,,-0.03079,-0.00971,0.024391,-0.00755,
2012-05-02,,0.008075,0.01462,,0.004703,,,,0.028425,,-0.00223,-0.02724,,,,0.001261,0.009509,,,-0.04248,,-0.03397,-0.00578,0.027318,-0.01599,
2012-05-03,,0.011434,0.010443,,-0.00069,,,,0.02484,,-0.01176,-0.02866,,,,-0.00035,0.006349,,,-0.05161,,-0.0344,-0.01126,0.022493,-0.01816,
2012-05-04,,0.008962,0.013172,,-0.00326,,,,0.018646,,-0.01892,-0.02615,,,,0.002032,0.005414,,,-0.05712,,-0.03159,-0.0208,0.018826,-0.02237,
2012-05-07,,0.007121,-0.00212,,-0.00381,,,,0.022279,,-0.04277,-0.02179,,,,0.00176,0.0048,,,-0.06102,,-0.03141,-0.02994,0.010757,-0.02137,
2012-05-08,,0.007121,0.00012,,-0.00276,,,,0.013572,,-0.04134,-0.02069,,,,0.006149,0.00896,,,-0.05278,,-0.03134,-0.0304,0.011491,-0.01713,
2012-05-09,,0.003727,-0.01268,,-0.00711,,,,0.008963,,-0.04754,-0.02633,,,,0.0000586,0.004167,,,-0.06599,,-0.04523,-0.02474,0.006356,-0.02001,
2012-05-10,-0.01061,0.00342,-0.01237,,-0.00441,,,,0.017526,,-0.03837,-0.02517,,,,0.008258,0.004173,,,-0.05974,,-0.04406,-0.02335,0.00709,-0.0116,
2012-05-11,-0.01368,-0.00062,-0.00456,,-0.00631,,,,0.015464,,-0.03298,-0.05446,,,,-0.00135,0.002247,,,-0.06895,,-0.05619,-0.03445,-0.00171,-0.01491,
2012-05-14,-0.01386,0.000936,-0.00562,,-0.0084,,,,-0.00103,,-0.03786,-0.03402,,,,-0.00192,0,,,-0.07586,,-0.06519,-0.03322,-0.01565,-0.01729,
2012-05-15,-0.01502,-0.00125,-0.00349,,-0.01005,,,,-0.02119,,-0.05199,-0.03639,,,,-0.00887,-0.00419,,,-0.08689,,-0.065,-0.04541,-0.01932,-0.02771,
2012-05-16,-0.01853,-0.00188,-0.00323,,-0.01216,,,,-0.02361,,-0.03881,-0.075,,,,-0.01152,-0.00646,,,-0.06267,,-0.07178,-0.02707,-0.01858,-0.02246,
2012-05-17,-0.01124,0,-0.00156,,-0.01184,,,,-0.02672,,-0.03237,-0.02798,,,,-0.01659,-0.00423,,,-0.04618,,-0.06747,-0.03053,-0.01565,-0.02166,
2012-05-18,-0.00986,0.001563,-0.00038,,-0.0122,,,,-0.03035,,-0.0398,-0.01619,,,,-0.01697,-0.01209,,,-0.05388,,-0.06718,-0.0303,-0.02445,-0.02845,
2012-05-21,-0.01188,0.0028,0.008299,,-0.01377,,,,-0.02309,,-0.02841,-0.05752,,,,-0.000062,-0.00685,,,-0.02953,,-0.0645,-0.02722,-0.02225,-0.006,
2012-05-22,-0.01205,0.001245,0.007233,,-0.01453,,,,-0.02205,,-0.02444,-0.06276,,,,0.003411,-0.00653,,,-0.03031,,-0.09584,-0.02762,-0.02152,-0.0081,
2012-05-23,-0.01514,-0.00094,0.000687,,-0.01907,,,,-0.03398,,-0.03931,-0.07048,,,,-0.00364,-0.01307,,,-0.05053,,-0.11396,-0.04548,-0.03545,-0.01657,
2012-05-24,-0.01321,-0.00156,0.000799,,-0.01631,,,,-0.03554,,-0.03931,-0.06087,,,,-0.00108,-0.01016,,,-0.04659,,-0.10688,-0.03976,-0.03545,-0.01517,
2012-05-25,-0.00976,0.000939,-0.01349,,-0.01219,,,,-0.0345,,-0.01533,-0.05996,,,,0.002471,-0.00787,,,-0.03573,,-0.10568,-0.032,-0.03472,-0.01387,
2012-05-28,-0.00722,0.001249,-0.00817,,-0.01132,,,,-0.02568,,-0.00287,-0.05333,,,,0.014263,-0.00196,,,-0.0256,,-0.10598,-0.03685,-0.01906,0.008451,
2012-05-29,-0.00418,0.001562,-0.0063,,-0.01114,,,,-0.0058,,0.002705,-0.04749,,,,0.016799,-0.00196,,,-0.0225,,-0.10703,-0.02683,-0.01238,0.013681,
2012-05-30,-0.00552,0.000313,-0.00841,,-0.01381,,,,-0.01055,,0.00747,-0.04526,,,,0.014517,-0.00657,,,-0.026,,-0.10179,-0.02805,-0.01015,0.010189,
2012-05-31,-0.0029,-0.00094,-0.00504,,-0.01662,,,,-0.01583,,-0.00934,-0.04919,,,,0.010191,-0.00792,,,-0.03747,,-0.0997,-0.04585,-0.01609,0.007617,
2012-06-01,-0.00553,-0.00063,-0.00713,,-0.01803,,,,-0.01689,,-0.0174,-0.06239,,,,-0.00153,-0.00693,,,-0.04763,,-0.10747,-0.06268,-0.01683,-0.00087,
2012-06-04,-0.00151,-0.00408,-0.00714,,-0.02613,,,,-0.04222,,-0.05714,-0.06094,,,,0.001312,-0.01028,,,-0.06795,,-0.12765,-0.05667,-0.04728,-0.01054,
2012-06-05,-0.00468,-0.00125,0.00587,,-0.02159,,,,-0.04212,,-0.05563,-0.04465,,,,0.012598,-0.00299,,,-0.06547,,-0.11965,-0.01865,-0.04505,0.009371,
2012-06-06,0.002763,-0.00063,0.008805,,-0.02115,,,,-0.03564,,-0.06672,-0.03083,,,,0.019232,-0.00397,,,-0.05171,,-0.12235,-0.01892,-0.04802,0.015788,
2012-06-07,-0.00217,-0.00438,0.010063,,-0.02131,,,,-0.03298,,-0.06374,-0.03772,,,,0.020176,-0.00855,,,-0.03916,,-0.11083,-0.0011,-0.04505,0.014106,
2012-06-08,-0.00545,-0.00657,0.004819,,-0.034,,,,-0.04734,,-0.07236,-0.03798,,,,0.014239,-0.00661,,,-0.06234,,-0.12466,-0.0274,-0.05173,0.01255,
2012-06-11,0.00077,-0.00063,0.007535,,-0.01627,,,,-0.04149,,-0.04733,-0.02588,,,,0.031256,-0.00165,,,-0.04349,,-0.12135,0.006434,-0.03911,0.016122,
2012-06-12,-0.00028,-0.00283,0.00796,,-0.01826,,,,-0.06383,,-0.06565,-0.03156,,,,0.024837,-0.00763,,,-0.06211,,-0.12421,-0.0165,-0.04802,0.019307,
2012-06-13,-0.00159,-0.00189,0.007937,,-0.01605,,,,-0.07234,,-0.05445,-0.03392,,,,0.025621,-0.00464,,,-0.05262,,-0.14316,-0.02014,-0.04208,0.018628,
2012-06-14,0.00236,-0.00157,0.007726,,-0.0135,,,,-0.0766,,-0.05242,-0.04211,,,,0.018905,-0.00498,,,-0.04957,,-0.1412,0.018705,-0.03391,0.013744,
2012-06-15,0.00226,-0.00157,0.007098,,-0.00073,,,,-0.075,,-0.05089,-0.03529,,,,0.017892,-0.00198,,,-0.03574,,-0.1409,0.010141,-0.02871,0.011749,
2012-06-18,-0.00177,-0.00189,0.006834,,-0.00924,,,,-0.07074,,-0.03919,-0.0219,,,,0.023194,-0.00066,,,-0.0186,,-0.13893,0.0125,-0.02203,0.019491,
2012-06-19,0.001597,-0.00411,0.01089,,-0.01665,,,,-0.06862,,-0.03715,0.002999,,,,0.035388,-0.0043,,,-0.01918,,-0.14262,0.015556,-0.02648,0.031672,
2012-06-20,0.000611,-0.00349,0.013278,,-0.01465,,,,-0.06383,,-0.0341,0.004731,,,,0.040523,-0.00397,,,-0.01516,,-0.10546,0.005241,-0.0302,0.025825,
2012-06-21,-0.01215,-0.00635,0.012345,,-0.02984,,,,-0.07394,,-0.04427,0.006209,,,,0.036863,-0.00797,,,-0.03835,,-0.10546,-0.01848,-0.04059,0.023872,
2012-06-25,0.000407,-0.00448,0.016024,,-0.0199,,,,-0.08564,,-0.03387,0.015064,,,,0.046094,-0.01102,,,-0.04936,,-0.11278,-0.00643,-0.04431,0.021772,
2012-06-26,0.000689,-0.02506,0.016799,,-0.02299,,,,-0.08895,,-0.03643,0.010718,,,,0.038314,-0.01608,,,-0.04303,,-0.10452,-0.00169,-0.04761,0.014728,
2012-06-27,0.000813,-0.018,0.013486,,-0.01777,,,,-0.08564,,-0.03376,-0.00626,,,,0.035569,-0.01635,,,-0.04379,,-0.10265,0.001408,-0.06246,0.014118,
2012-06-28,0.002092,-0.01262,0.010665,,-0.01167,,,,-0.09919,,-0.02097,-0.01311,,,,0.038958,-0.01499,,,-0.03565,,-0.09969,0.019574,-0.06098,0.01869,
2012-06-29,0.002755,-0.00777,0.009788,,-0.00091,,,,-0.10569,,-0.0133,-0.00802,,,,0.043104,-0.00986,,,-0.03013,,-0.1067,0.005556,-0.05875,0.022615,
2012-07-02,0.005893,-0.0077,0.014545,,-0.00502,,,,-0.0878,,-0.00538,0.009265,,,,0.06179,-0.00135,,,-0.0164,,-0.10281,0.025931,-0.04613,0.042549,
2012-07-03,0.01236,-0.0077,0.014287,,-0.00356,,,,-0.06558,,0.001178,-0.00969,,,,0.036566,0.001007,,,-0.00822,,-0.095,0.02585,-0.03043,0.024127,
2012-07-04,0.003993,-0.00794,0.015353,,-0.00577,,,,-0.05203,,0.005163,0.009138,,,,0.043688,-0.00234,,,-0.00983,,-0.0766,0.04517,-0.0267,0.031111,
2012-07-05,0.002912,-0.00413,0.016959,,-0.00657,,,,-0.03924,,-0.01072,0.006439,,,,0.042463,0,,,-0.01346,,-0.07251,0.01351,-0.02372,0.02479,
2012-07-06,0.000453,-0.00542,0.021521,,-0.00571,,,,-0.04087,,-0.00916,0.015398,,,,0.048556,-0.00268,,,-0.01706,,-0.0733,0.0216,-0.02298,0.029412,
2012-07-09,0.004789,-0.00481,-0.01912,,-0.00773,,,,-0.04959,,-0.01317,0.016218,,,,0.044367,-0.00536,,,-0.01887,,-0.0766,0.010667,-0.02745,0.028033,
2012-07-10,0.0038,-0.0032,-0.02229,,-0.00718,,,,-0.0446,,-0.01902,0.029785,,,,0.049301,-0.00501,,,-0.01156,,-0.07298,0.010201,-0.03117,0.029751,
2012-07-11,0.004412,-0.00385,-0.02624,,-0.00953,,,,-0.05499,,-0.02659,-0.00886,,,,0.030803,-0.00935,,,-0.01984,,-0.07848,0.004865,-0.04234,0.021503,
2012-07-12,0.003786,-0.00322,-0.02902,,-0.00604,,,,-0.02818,,-0.02317,-0.03796,,,,0.013502,-0.00801,,,-0.01502,,-0.0722,0.01932,-0.02596,0.006069,
2012-07-13,0.008815,-0.00418,-0.02319,,-0.00413,,,,-0.00891,,-0.0217,-0.0127,,,,0.02201,-0.00632,,,-0.00646,,-0.07785,0.032925,-0.0215,0.010936,
2012-07-16,0.008562,-0.00192,0.000149,,0.000178,,,,-0.02204,,-0.00702,0.026755,,,-0.08285,0.057592,-0.00796,,,0.003467,,-0.07675,0.045101,-0.00609,0.043386,
2012-07-17,0.004928,-0.0016,-0.00317,,-0.0039,,,,-0.03319,,-0.00457,-0.01232,,,-0.08285,0.025243,-0.00762,,,0.001433,,-0.09435,0.015163,-0.00833,0.016529,
2012-07-18,0.005775,-0.00032,-0.00747,,-0.0025,,,,-0.03933,,-0.01275,-0.00905,,,-0.08535,0.015008,-0.00992,,,-0.01236,,-0.10236,0.001569,-0.00684,0.010748,
2012-07-19,0.0085,0.000964,-0.00851,,0.000714,,,,-0.02504,,-0.00392,0.002299,,,-0.08535,0.014173,-0.00661,,,-0.00805,,-0.10283,0.017255,0.004381,0.016795,
2012-07-20,0.006189,0.004177,-0.01027,,0.001249,,,,-0.04754,,-0.00441,0.007714,,,-0.08701,0.018801,-0.0099,,,0.002478,,-0.10284,0.018684,-0.00684,0.017787,
2012-07-23,0.008215,-0.00291,-0.00986,,-0.01048,,,,-0.09423,,-0.03725,-0.04219,,,-0.08701,-0.00215,-0.01429,,,-0.03211,,-0.10238,-0.00868,-0.03301,0.007922,
2012-07-24,0.011324,-0.0013,-0.01726,,-0.00818,,,,-0.08669,,-0.04541,-0.07584,,,-0.08784,-0.00939,-0.01033,,,-0.04061,,-0.1228,-0.01192,-0.03526,-0.00339,
2012-07-25,0.009828,-0.00163,-0.01358,,-0.01366,,,,-0.09086,,-0.04819,-0.06117,,,-0.08949,-0.00774,-0.01204,,,-0.0322,,-0.11896,-0.02013,-0.036,-0.00849,
2012-07-26,0.013668,-0.00358,-0.01492,,-0.01097,,,,-0.10029,,-0.05609,-0.0651,,,-0.08949,-0.00324,-0.01171,,,-0.03484,,-0.13202,-0.03603,-0.03376,-0.0089,
2012-07-27,0.017895,0.0013,-0.01653,,-0.00421,,,,-0.08133,,-0.04386,-0.06485,,,-0.08949,0.007969,-0.004,,,-0.02307,,-0.14334,-0.02119,-0.03226,-0.00784,
2012-07-30,0.008827,-0.00194,-0.00979,,-0.01062,,,,-0.0843,,-0.03792,-0.05324,,,-0.08949,0.027302,-0.00232,,,-0.02414,,-0.145,-0.0045,-0.02481,-0.00852,
2012-07-31,0.012847,-0.00258,-0.01219,,-0.00722,,,,-0.09186,,-0.04059,-0.04615,,,-0.09114,0.014023,-0.00397,,,-0.02917,,-0.14299,-0.01176,-0.03459,-0.00773,
2012-08-01,0.015935,-0.00292,-0.00683,,-0.00527,,,,-0.08081,,-0.03762,-0.0624,,,-0.10089,0.011026,-0.00564,,,-0.0316,,-0.12774,-0.00523,-0.02677,-0.0057,
2012-08-02,0.011954,-0.00552,-0.01605,,-0.00954,,,,-0.07679,,-0.03911,-0.08944,,,-0.1017,0.005714,-0.00962,,,-0.02482,,-0.11385,-0.02052,-0.03054,-0.01404,
2012-08-03,0.005787,-0.01007,-0.01819,,-0.02026,,,,-0.07449,,-0.04158,-0.09198,,,-0.1017,0.005455,-0.00801,,,-0.02821,,-0.11533,-0.03013,-0.03054,-0.01302,
2012-08-06,0.01587,-0.00324,-0.02655,,-0.00909,,,,-0.07297,,-0.02525,-0.10058,,,-0.10456,0.010649,-0.00796,,,-0.01957,,-0.10727,-0.00961,-0.02,-0.00896,
2012-08-07,0.015319,-0.00486,-0.02505,,-0.0105,,,,-0.0546,,-0.01782,-0.09734,,,-0.10933,0.012366,-0.0073,,,-0.01749,,-0.10236,-0.01605,-0.0218,-0.00219,
2012-08-08,0.013623,-0.00291,-0.02623,,-0.01027,,,,-0.04917,,-0.01895,-0.09247,,,-0.10933,0.011252,-0.00861,,,-0.02754,,-0.0992,-0.01783,-0.0218,-0.00737,
2012-08-09,0.015502,-0.00097,-0.02482,,-0.00945,,,,-0.04495,,-0.0236,-0.08954,,,-0.10916,0.018632,-0.00628,,,-0.03023,,-0.08818,-0.02742,-0.0203,0.003326,
2012-08-10,0.013209,-0.00291,-0.02136,,-0.0143,,,,-0.04253,,-0.0236,-0.07611,,,-0.10916,0.014202,-0.00893,,,-0.02637,,-0.07999,-0.03572,-0.01805,0.006861,
