Date,AP,CF,CY,FG,JR,LR,MA,OI,PM,RI,RM,RS,SF,SM,SR,TA,WH,ZC,A,AG,AL,AU,B,BB,BU,C,CS,CU,EG,FB,FU,HC,I,J,JD,JM,L,M,NI,P,PB,PP,RB,RU,SN,SP,V,WR,Y,ZN
2010-01-05,,331.21620432970246,,,,,,,,,,,,,426.7552596624209,139.4500633369872,,,133.6204779701225,,478.03021634297477,270.295196138509,6.1425656230174335,,,25.96789096069886,,508.31262959633386,,,694.5503943529641,,,,,,135.79992833471707,156.09442458894907,,504.800772780708,,,783.7142336336631,496.23699538810433,,,325.100770702118,48.58334396821852,442.4422681893417,659.1634943800756
2010-01-06,,440.6641284028946,,,,,,,,,,,,,735.1648027464535,34.39375486761387,,,671.4109938452378,,610.8402879430907,54.79693828499123,8.58833440679534,,,299.6753433058174,,523.4020641815677,,,217.91071566125427,,,,,,162.89610301181222,714.2366340245479,,396.1165737507079,,,1034.718329019141,602.5222216753756,,,17.66294460695514,61.52474394621288,617.4718967809433,400.5448409590295
2010-01-07,,300.06738751041206,,,,,,,,,,,,,834.4360949793859,244.29985583806632,,,284.0250099676342,,308.6172871846757,79.30636046333102,0.9662063186341221,,,158.58564672421898,,155.35238632094587,,,160.19265878519343,,,,,,142.90389407262285,506.0547778716303,,235.06882299835507,,,588.9998559044503,291.6358228555277,,,220.253618549659,25.501858060102286,247.02380644439486,268.2060393106484
2010-01-08,,405.1636813630414,,,,,,,,,,,,,196.8652289444404,377.60657962192,,,220.93345520561178,,231.94070223815976,60.223335013097824,3.0793585337845664,,,774.4473784351688,,492.0991981415187,,,446.2361895253513,,,,,,196.102819184191,637.5368199563067,,501.174360522334,,,922.7175119207899,1210.3742618758815,,,97.44120941442665,23.346156126545026,458.7046000261583,337.9668505504733
2010-01-11,,229.34749835130094,,,,,,,,,,,,,1152.798628642788,363.04450905578443,,,208.02186316720545,,691.6807276447278,26.009982385110856,8.48528137423857,,,62.43496616480223,,384.78222180784036,,,533.898191870104,,,,,,426.6724195736596,217.5712399294641,,41.949314654711586,,,1128.5215091426628,829.1330371095493,,,307.2946271191534,47.43694645409724,79.31529594537986,663.70896199851
2010-01-12,,235.8126947025018,,,,,,,,,,,,,296.3061442344912,786.3788884751705,,,338.3880908069904,,671.4587226959651,163.675296698261,0.7377111135633175,,,60.4845618502955,,481.25867734479755,,,314.2026455476399,,,,,,42.3705086115331,393.4751927030817,,198.52059836768987,,,777.5740050524665,481.60080802565943,,,90.65660483384538,38.339770689571495,361.83474930203863,609.1789496192761
2010-01-13,,62.66937307831667,,,,,,,,,,,,,121.54666766633454,587.689738864536,,,171.85985759009455,,345.32639564132256,190.32045474408747,5.283288402827789,,,195.4981329834124,,415.7078823247966,,,429.9956281572814,,,,,,12.341020049125065,150.17849801891626,,298.1731040855295,,,781.9410582169988,442.33833029642415,,,69.35265388456911,34.909275907395994,338.009318285035,160.52139077358953
2010-01-14,,23.0612360870269,,,,,,,,,,,,,1687.2751015545982,705.8782155516102,,,21.09894625046044,,80.62039758855583,60.972000077723216,2.9921131363626525,,,134.37856972002643,,110.01566199314586,,,48.83838078823384,,,,,,426.75915892052063,52.25426118987809,,403.9405381158635,,,101.9042231859161,274.66290593644635,,,230.30874003875078,13.626599374984051,155.22315400206622,139.55613017598168
2010-01-15,,48.136286715589435,,,,,,,,,,,,,20.29496572257651,85.8704557557263,,,127.05070838055175,,224.9719020508486,36.16409834620877,0.0,,,71.773950706367,,244.9898281024286,,,135.41745599693346,,,,,,108.39675988146848,342.6482845992017,,267.85779941527977,,,195.39134187364058,277.61273971778047,,,36.18566989175533,3.673737546236979,252.42264195220747,293.7701741884481
2010-01-18,,269.74163638563476,,,,,,,,,,,,,1181.6883775418967,743.0068511796565,,,277.2355767869997,,429.32668884055965,141.8646209092216,2.5495097567963922,,,268.87543584344036,,551.451994356677,,,313.4431146515249,,,,,,517.7026903814464,649.1857863394616,,485.4792046989789,,,1106.349547938626,413.25747978063634,,,208.15692667420166,28.16247503327788,790.2556908382932,645.7957513293513
2010-01-19,,106.59833934172343,,,,,,,,,,,,,648.7187286641781,862.031321936738,,,144.10750030658528,,340.2675527953659,63.18254375644739,0.26726124191242434,,,61.573127255321374,,570.044655473701,,,182.89382493676487,,,,,,273.30061569603816,269.718081985617,,290.66597718256116,,,489.26629068432663,924.1877320236109,,,68.24390440965318,13.800161029656302,305.706616538795,820.7243398919106
2010-01-20,,12.36302885051605,,,,,,,,,,,,,216.47996794979832,44.71018083632006,,,17.794717595071237,,7.958029940745153,11.120440580198933,2.668332812825267,,,53.64630393536842,,5.101951822686534,,,43.29057719728479,,,,,,302.22396699057606,101.6350284712199,,20.320799965616597,,,439.24587362888224,82.66208397581272,,,19.067242010486492,5.803495115493384,48.24433757264991,71.75086321480383
2010-01-21,,571.7404442929472,,,,,,,,,,,,,1819.127462154321,688.7409784797275,,,505.61532193950666,,408.5606032449696,197.18873810271592,4.487015598887566,,,291.9794513317675,,445.59752529683277,,,436.33430579413476,,,,,,605.7342651691416,836.1315685943212,,775.9101964100084,,,704.9463027748413,1030.9339004180868,,,221.98198125073125,18.333285984787345,921.5031892253169,702.5623815803464
2010-01-22,,536.4195592137606,,,,,,,,,,,,,711.587696754947,243.401086084441,,,518.8130331170822,,156.3371832239686,92.9104202399527,4.818708815494674,,,150.11403073071557,,412.0579777336593,,,359.58587698863744,,,,,,252.97018929445895,680.8882590628508,,793.0004748375736,,,361.4532101269971,385.76241368356983,,,210.220484039311,5.113232998350397,889.7824576104069,241.7946783405502
