,AG,AL,C,CS,CU,FG,HC,I,J,JD,L,M,MA,NI,OI,P,PB,PP,RB,RU,SF,SR,TA,V,Y,ZC
2013-11-06,-0.189502162,0.005413809,0.454760051,,0.38747666,-0.308993049,,-0.011425783,-0.008610585,,0.069921188,-0.449432421,-0.135029354,,-1.251337753,-0.071525938,,,-0.120649755,-0.212005893,,-0.918864058,0.515098413,-1.155474453,-0.26115348,0.01461501
2013-11-07,-0.255047746,-0.493523658,0.394576871,,0.270408847,-0.656083345,,0.014409092,0.003330075,,0.117279284,-0.409409246,-0.158124318,,-1.646993981,-0.092154978,,,-0.205943033,-0.288448785,,-1.440800057,1.058583865,-1.421585903,-0.343642604,0.005185011
2013-11-08,-0.269161191,-1.141240855,0.527922991,,0.291944761,-0.813418723,,0.019777546,-0.003414628,,0.114831135,-0.533491943,-0.138107417,,-1.385263322,-0.093228497,,,0.000489979,-0.168071602,,-1.182176258,0.427747396,-1.405829596,-0.381645629,0.027875672
2013-11-11,-0.130638972,-1.384236023,0.48411521,,0.332957068,-1.189098218,,0.03976913,-0.007487985,-0.010097567,0.119556645,-0.478022332,-0.051020408,,-1.411143885,-0.102925627,,,-0.026129035,-0.179326996,,-1.226989635,0.25893853,-0.369978858,-0.344469814,0.017562296
2013-11-12,-0.139042764,-2.561903904,0.712166836,,0.30499125,-0.725594034,,0.019196392,-0.022439329,-0.023556928,0.128037218,-0.283845028,-0.054274736,,-2.398983289,-0.07953871,,,0.033235697,-0.172310814,,-0.72167358,0.760960969,-1.777001271,-0.342870992,0.029966455
2013-11-13,-0.212124145,-1.712522705,0.94251288,,0.33108051,-0.465590526,,0.041363948,-0.018185026,-0.050381943,0.102467929,-0.484476288,0.010842369,,-1.281299083,-0.07536543,,,0.062655721,-0.178289259,,-0.744108552,1.119442609,-1.59392988,-0.354420001,-0.013950676
2013-11-14,-0.00975031,-1.009802789,0.524801135,,0.460573932,-0.278689684,,0.042600007,0.012845997,-0.058091286,0.090195305,-0.384069207,0.132596685,,-1.602350824,-0.061367407,,,0.067366999,0.229924506,,-1.336358871,0.815165595,-1.323104693,-0.324998299,0.030061854
2013-11-15,0.35964251,-1.181434881,0.493297222,,0.635128231,-0.657011153,,0.087035875,0.015248311,-0.043821992,0.069183164,-0.59620681,0.075855063,,-1.252504459,-0.090365542,,,0.199047135,-0.073078403,,-1.727154041,0.998594043,-0.790025575,-0.297743687,0.025113791
2013-11-18,0.43774416,-0.975521314,0.762715648,,0.561675542,0.132218207,,0.044854523,0.026965568,-0.002203815,0.113834888,-0.534645038,0.090909091,,-0.754662466,-0.06226161,,,0.141994154,-0.206472583,,-0.414071748,1.119652045,-0.599791286,-0.24343547,0.05497652
2013-11-19,-0.351895801,-1.970305048,0.50792407,,0.31189138,-0.0508299,,0.071393402,0.015299355,-0.005836431,0.117411111,-0.594183081,0.075780089,,-1.490175917,-0.097154025,,,0.160937877,-0.381066907,,-0.624478377,1.231156819,-0.827610619,-0.328354416,0.00691548
2013-11-20,-0.231626374,-3.055628971,0.607979484,,0.180825493,-0.357578099,,0.10724496,0.01478932,-0.019762721,0.118539956,-0.673494449,0.116090713,,-1.229142701,-0.059607074,,,-0.133473786,-0.555691909,,-0.972233058,0.968357936,-1.884126984,-0.303293871,0.033765385
2013-11-21,-0.266514993,-2.002270158,0.474001923,,0.317452463,-0.213207455,,0.108027086,-0.013142735,-0.017075571,0.069951141,-0.712392361,0.106537217,,-1.189100172,-0.081900882,,,-0.116223071,-0.775653611,,-0.95984773,1.700313507,-0.644819691,-0.36960453,0.019800879
2013-11-22,-0.217535783,-3.294484089,0.112550409,,0.259089406,-0.317726282,,0.057060816,-0.029668206,-0.084249941,0.080209708,-0.708686686,0.173578834,,-1.040820268,-0.046707688,,,-0.467791348,-0.751758761,,-1.246529473,1.431130047,-0.819251786,-0.195233498,0.010692353
2013-11-25,-0.246919927,-7.865220749,0.266343944,,0.224062225,-0.858188165,,0.077571818,-0.038074284,-0.060157791,0.029877763,-0.585356118,0.058802374,,-1.346183876,-0.051569563,,,-0.808061188,-0.777664336,,-0.446639734,1.226325162,-0.380896457,-0.227054347,0.015489084
2013-11-26,-0.291250957,-3.409360058,0.165598645,,0.255066951,-0.219363793,,0.132596685,-0.026337672,-0.011891636,0.089370965,-0.48870551,0.044462982,,-1.84744924,-0.041756203,,,-0.884266603,-0.665344945,,-0.884534458,1.4719816,-0.713300115,-0.281115559,0.009956814
2013-11-27,-0.131692987,-5.535616814,0.472479398,,0.136275646,0.493131925,,0.073166941,-0.019253597,-0.019953213,0.015656971,-0.539585989,0.069329009,,-1.278073574,-0.046267524,,,-0.197331643,-0.718087344,,-1.206304295,1.413476914,-0.710606722,-0.264526119,0.028619336
2013-11-28,-0.221078575,-5.612238496,0.251162364,,0.427804412,-0.253683297,,0.136831982,-0.027721765,-0.048135905,0.053750083,-0.270688753,0.097514209,,-1.961941503,-0.05800857,,,-0.834993587,-0.91342014,,-1.030500813,2.358810318,-0.959129862,-0.397675841,0.00745464
2013-11-29,-0.211926099,-2.130074092,0.234107242,,0.241807467,-0.151874388,,0.183790644,-0.052605118,-0.0179334,0.068370033,-0.749083954,0.188611071,,-1.962928907,-0.048317624,,,-0.603033366,-0.503495263,,-0.978101668,2.238190906,-1.06504065,-0.354322827,-0.013292496
2013-12-02,-0.368382714,-2.770526003,0.349603753,,0.286515023,-0.052124492,,0.115186077,-0.092394122,-0.049955605,0.097653528,-0.518777174,0.10705166,,-2.173696286,-0.042921897,,,-0.90304198,-0.625490197,,-1.032136689,1.120265146,-0.876310273,-0.285102786,0.016153698
2013-12-03,-0.382068421,-5.255099739,0.312104419,,0.194663396,-0.340972771,,0.055980529,-0.056076744,-0.101454797,0.054354502,-0.377033574,0.073150834,,-1.618371308,-0.048095269,,,-0.337756238,-0.895618121,,-0.736814784,1.613461639,-1.574642127,-0.249523536,0.056032734
2013-12-04,-0.514696789,-2.872230271,0.305001154,,0.096747616,-0.451213889,,0.077854932,-0.055454756,-0.041275664,0.073354572,-0.516464182,0.022385673,,-2.068755811,-0.059413698,,,-0.186034732,-1.003489823,,-1.252587238,0.754563019,-2.163815227,-0.261119955,0.004717822
2013-12-05,-0.614295571,-4.028654122,0.327524112,,0.032120023,-0.307038311,,0.0056032,-0.049682181,-0.094972744,0.080518451,-0.542398453,0.039515027,,-2.876248305,-0.094106175,,,-0.35272732,-0.97212313,,-0.898924821,0.037190727,-0.988409652,-0.402853879,0.011429444
2013-12-06,-0.448138349,-3.97507525,0.491279445,,0.184223584,-0.296255979,,-0.072169695,-0.054643995,-0.076871457,0.125279577,-0.590254691,0.035785067,,-1.584953506,-0.070512135,,,-0.315236206,-1.148804395,,-0.964739863,1.331015746,-0.910914179,-0.315777034,0.010506866
2013-12-09,-0.529177809,-6.168245171,0.146854057,,0.201641402,-0.625981974,,-0.065744074,-0.04029722,-0.078993762,0.104854922,-0.491453851,0.028154516,,-2.201366343,-0.065082381,,,-0.309153072,-0.872768648,,-1.694460603,1.844274934,-0.673971679,-0.339943507,0.038878258
2013-12-10,-0.389408551,-5.135263242,0.416776416,,0.255403282,-1.818167665,,-0.17726457,-0.073043606,-0.157812648,0.098471868,-0.502836272,0.04100505,,-2.713473319,-0.029232517,,,-0.508046009,-0.775876753,,-1.03315478,2.875870115,-0.901483454,-0.406981486,0.033633857
2013-12-11,-0.315900223,-3.985523211,0.479415997,,-0.085388064,-1.042433844,,-0.168476909,-0.07269302,-0.064783143,0.135222091,-0.504133022,0.02770206,,-3.610921629,-0.03916749,,,-1.202925782,-1.218108988,,-1.155705317,1.15393746,-0.647555669,-0.509459557,0.059578277
2013-12-12,-0.18444247,-4.223332948,0.595695534,,0.04981389,-1.218424511,,-0.067405391,-0.004402297,-0.120622359,0.126637323,-0.770011116,0.011380339,,-2.200626252,-0.052888245,,,-0.683304215,-1.509700306,,-1.87827552,1.353188011,-0.384548308,-0.408409356,-0.006926908
2013-12-13,-0.547283219,-2.692851364,0.549157854,,0.308822193,-0.155313043,,-0.113565326,-0.033799798,-0.120993925,0.123636927,-0.478789761,0.003209494,,-3.030206752,-0.050460546,,,-1.069963765,-0.614934626,,-2.259914567,0.591155061,-0.524636058,-0.384140062,-0.009804756
2013-12-16,-0.963131628,-4.94085863,0.421780063,,0.296502569,-0.421154273,,-0.050521709,-0.00949945,-0.084261293,0.088902407,-0.608524601,0.001061758,,-1.258647044,-0.033188085,,,-0.514733257,-0.806491897,,-1.52256103,1.34262419,-0.495251252,-0.298367605,0.014193851
2013-12-17,-0.471168998,-6.285539116,0.487802814,,0.321225656,-0.612853972,,-0.071658411,-0.016050348,-0.153428377,0.125119272,-0.553979422,-0.001525317,,-1.824194386,-0.044400309,,,-0.917520391,-1.005896695,,-1.376629978,2.293180908,-1.302707501,-0.334197635,0.067169484
2013-12-18,-0.050129479,-9.846010377,1.366915752,,0.120863263,-0.834645246,,-0.141632153,-0.016585182,-0.144269777,0.093095682,-0.349117031,-0.006860501,,-2.767383859,-0.035812772,,,-1.164552635,-0.910084366,,-2.380668847,1.669215507,-1.366297118,-0.339508154,0.153532696
2013-12-19,-0.06389769,-6.809428581,1.014210575,,0.061538454,-0.484919553,,-0.055817957,-0.019745709,-0.228978527,0.097759281,-0.448197926,-0.011145244,,-1.672308363,-0.016208621,,,-0.745759704,-0.72450102,,-1.57950839,0.935424477,-0.998393316,-0.28082834,0.097916894
2013-12-20,-0.114689774,-5.073114473,1.346442627,,0.139426214,-1.08040951,,-0.15,-0.019552769,-0.067783647,0.121611702,-0.578891339,-0.019259209,,-2.689288657,-0.037375567,,,-1.001963073,-0.80667128,,-0.997892386,1.371778988,-0.244663727,-0.362565326,0.021187571
2013-12-23,-0.167394124,-5.589819205,0.788496611,,0.110413182,-0.153993726,,-0.119941715,-0.028721573,-0.141205995,0.118316016,-0.616086207,-0.007564955,,-3.148422242,-0.022018676,,,-0.244337845,-0.963597958,,-0.76809814,1.402378698,-0.089646942,-0.347580863,0.017221182
2013-12-24,-0.135794956,-5.852472581,0.961602809,,0.206459887,0.079336341,,-0.02596736,-0.020205028,-0.181017669,0.119317911,-0.417330551,-0.01744053,,-1.763957591,-0.025530955,,,-0.232481712,-0.580353163,,-1.270748469,1.874471041,-0.362886859,-0.29056244,0.047798163
2013-12-25,-0.175786625,-3.378441941,1.090529633,,0.463296758,0.519620553,,-0.00116358,-0.021799575,-0.182831621,0.103441904,-0.380072235,-0.032536138,,-2.508901523,-0.047487987,,,-0.270636416,-0.643935142,,-1.502097846,1.635598907,-0.737496761,-0.413533622,0.059002258
2013-12-26,-0.231364953,-4.252120441,0.444228419,,0.189590008,-0.048001963,,-0.034097261,-0.045583853,-0.16793359,0.104292387,-0.259129414,-0.042357794,,-1.435649517,-0.067614664,,,-0.172536301,-0.517094139,,-1.205847078,2.762538819,-0.932380101,-0.392576417,0.046967819
2013-12-27,-0.391563579,-8.04979132,1.107907186,,0.276669843,-0.086654979,,-0.01946302,-0.054199276,-0.157893173,0.101980589,-0.434370399,-0.059151704,,-2.130420729,-0.096540727,,,-0.182497545,-0.718987427,,-0.800690556,1.940141078,-0.854119639,-0.489259557,0.126366432
2013-12-30,-0.109335162,-3.616837607,1.19882075,,0.403316394,-0.320319893,,0.003314951,-0.045212265,-0.277178934,0.096267795,-0.29088705,-0.04934,,-1.842009935,-0.04053586,,,-0.28631942,-0.632205856,,-1.07847345,1.980126265,-0.777305825,-0.444017369,0.09338911
2013-12-31,-0.110029362,-3.043021434,1.201903688,,0.364853737,-0.00713922,,0.046507061,-0.05075286,-0.21688112,0.081254477,-0.159681759,-0.058776478,,-1.734576725,-0.03319269,,,-0.044561911,-0.542073849,,-0.909966233,1.274992297,-0.981790592,-0.372096032,0.145073339
2014-01-02,-0.109375119,-2.896880132,1.272987961,,0.31349045,0.128515352,,0.079409083,-0.031622696,-0.165710902,0.098110753,-0.375765396,-0.043303504,,-1.919416091,-0.062102233,,,0.14457511,-0.352251614,,-0.775450369,1.795787364,-0.615641103,-0.552941444,0.087337895
2014-01-03,-0.205284406,-7.379973671,2.021038357,,0.368674808,0.265848122,,0.084121532,-0.051706222,-0.335642354,0.113117919,-0.423394201,-0.019450185,,-1.677364245,-0.064091902,,,0.046403967,-0.458126387,,-1.852130401,3.304281472,-0.19226492,-0.486738402,0.176916387
2014-01-06,-0.162502796,-7.654352276,1.109480956,,0.387408924,0.423376762,,0.01434731,-0.039675004,-0.133360017,0.114882416,-0.444358839,0.001462691,,-1.470127332,-0.074960785,,,-0.335414868,-0.264035768,,-1.484688031,4.764770741,-0.354228402,-0.434596081,0.10314554
2014-01-07,-0.19580371,-4.413031912,1.15303491,,0.654009109,0.341698798,,-0.003422237,-0.040938687,-0.167573852,0.139379401,-0.537406628,0.00302186,,-1.007154865,-0.035741883,,,0.122917742,-0.216330922,,-0.408037668,1.035069154,-0.271222867,-0.392684657,0.160133156
2014-01-08,-0.149727085,-6.792381296,0.457753408,,0.828159953,0.297576906,,0.010289825,-0.042372272,-0.081870037,0.153193199,-0.199447451,0.022630575,,-1.177769441,-0.032524037,,,0.145589546,-0.084935512,,-0.669461828,1.957814526,-0.12090083,-0.336655323,0.125197132
2014-01-09,-0.072159174,-7.056994321,0.445028945,,0.935454113,0.333043525,,0.027067608,-0.075537317,-0.163945761,0.203656718,-0.376845908,-0.010796378,,-0.79433935,-0.013862271,,,0.257762588,-0.156304933,,-0.736127879,1.798115263,-0.248699908,-0.311907764,0.217663197
2014-01-10,-0.083157868,-5.571875688,0.452346593,,0.401543779,0.224591875,,0.036424076,-0.039994454,-0.12075207,0.068827941,-0.360445721,0.012701527,,-1.158863766,-0.018269571,,,0.405957644,-0.059005739,,-0.597657441,0.998825785,-0.134716069,-0.350669738,0.11837556
2014-01-13,-0.023319354,-4.840832856,0.67885645,,0.572649788,0.407115061,,0.04187862,-0.027475016,-0.221172115,0.094994802,-0.373190049,0.001967153,,-1.358440163,-0.012028359,,,0.182232606,0.009619003,,-0.886103217,1.643486396,-0.300075777,-0.446608972,0.117084827
2014-01-14,-0.027557285,-5.798939823,0.795755711,,0.669479824,0.489008632,,0.054198944,-0.032808928,-0.206065896,0.126474655,-0.416510012,-0.010380623,,-1.646637357,0.016582507,,,0.24161602,0.150515935,,-1.514679961,1.7564654,-0.574025974,-0.491005683,0.17168438
2014-01-15,-0.01510917,-4.451890847,0.695687013,,0.772923292,0.666070481,,0.039934113,-0.043128994,-0.240930674,0.110012232,-0.319380877,-0.01639717,,-1.733066398,-0.007898614,,,0.217428126,0.018566821,,-1.19513323,0.873199633,-0.395489116,-0.546549159,0.137259866
2014-01-16,-0.024248615,-4.543535441,0.876806559,,0.772946542,0.844455381,,0.06177316,-0.049498923,-0.185914888,0.145148363,-0.34758177,-0.030993432,,-1.548570864,-0.018145203,,,0.2603799,0.414055562,,-1.271361339,0.449829096,-0.386961326,-0.482191738,0.255363794
2014-01-17,-0.031548658,-4.381346261,0.937982718,,0.366491211,0.645306303,,0.052802173,-0.033219537,-0.093513746,0.138891252,-0.355384012,-0.02231869,,-1.79758559,-0.015539582,,,0.247503628,-0.124557245,,-0.836448104,0.489614914,-0.460818713,-0.705305292,0.281314168
2014-01-20,-0.048386781,-6.495739618,1.932246908,,0.462252783,0.374850648,,0.038847756,-0.02587767,-0.149998403,0.181093106,-0.286935404,0.030547448,,-2.228698459,-0.019269498,,,0.263985967,-0.165833193,,-1.207121132,0.702211694,-0.303524297,-0.631239295,0.206226943
2014-01-21,-0.045527283,-3.761974363,1.385200261,,0.584798921,0.468106049,,0.007497055,-0.022916385,-0.184607573,0.154323249,-0.564006301,0.021977567,,-0.512587364,-0.024051484,,,0.203609272,-0.142821122,,-0.760755648,0.595754546,-0.390721196,-0.269416365,0.135732502
2014-01-22,-0.068012345,-4.616136442,2.096599195,,0.583077923,0.267352451,,0.0158681,-0.042290034,-0.154094681,0.146104833,-0.49354818,0.034206426,,-1.289429429,-0.060352574,,,0.087955503,-0.139720495,,-1.418483864,0.405632124,-0.64461316,-0.585508965,0.160678833
2014-01-23,-0.037457502,-5.334536357,1.547062156,,0.522922843,0.24525489,,0.024198767,-0.04141125,-0.069889429,0.180334388,-0.266159648,-0.004013321,,-1.708255207,-0.099141661,,,0.213367195,-0.1341033,,-1.465533042,0.528360426,-0.489057821,-0.482702837,0.179162211
2014-01-24,-0.052484272,-7.073550872,1.610173237,,0.492245534,0.236486671,,0.040796735,-0.035416201,-0.204879512,0.286654334,-0.715475883,-0.007121662,,-1.464462839,-0.065187767,,,0.161856614,-0.146295607,,-1.767379188,0.747673373,-0.839847069,-0.666810451,0.094873086
2014-01-27,-0.036158891,-5.221907483,1.910677873,,0.452329154,0.291766355,,0.05886476,-0.022484788,-0.155351937,0.331708227,-0.601499113,-0.055846749,,-2.261559737,-0.082419529,,,0.24730889,-0.15160616,,-2.284785788,0.602529418,-0.668353576,-0.699941788,0.124111668
2014-01-28,-0.037024693,-3.052233939,0.877422429,,0.517984014,0.201171293,,0.085449984,-0.049841425,-0.107693484,0.427319881,-0.788774024,-0.065639535,,-2.035474866,-0.052056461,,,0.328763154,-0.148452673,,-1.679413203,0.820249304,-2.102925244,-0.521570066,0.230945196
2014-01-29,-0.041188028,-5.878024775,0.915537111,,0.831882238,0.292012928,,0.064695723,-0.048850242,-0.045671007,0.252510002,-0.75681439,-0.042991961,,-1.925491963,-0.035455898,,,0.149787346,-0.169485088,,-0.672115601,1.221782646,-0.986771191,-0.558814624,0.199859122
2014-01-30,-0.059685166,-7.876318935,1.192550394,,1.01272273,0.158598454,,0.049744835,-0.05092312,-0.082491652,0.221605989,-1.143207937,-0.068023686,,-3.651489521,-0.04107221,,,0.197466524,-0.221850903,,-1.148850498,0.891106007,-1.267772512,-0.971393019,0.2311875
2014-02-07,-0.059637117,-8.913332892,1.836758063,,0.63666617,0.251290165,,0.120428451,-0.085230485,-0.079690845,0.281809414,-0.98020897,-0.156535433,,-3.161175136,-0.036217278,,,0.101511506,-0.170958587,,-1.406682254,0.654748056,-0.214848883,-0.709474265,0.383611568
2014-02-10,-0.097498883,-6.498378843,0.777540077,,0.93694127,0.226553376,,0.124753998,-0.046301758,-0.025089026,0.282755362,-0.274454579,-0.146297046,,-1.35929685,-0.013416102,,,0.228953025,-0.248287149,,-0.754918551,1.488722847,-0.039542079,-0.390889979,0.194422644
2014-02-11,-0.000550823,-6.468720623,0.435379573,,0.36702568,0.162788526,,0.092839283,-0.033445735,-0.017561592,0.118652417,-0.528070564,-0.028608414,,-1.519487951,-0.015887912,,,0.144228518,-0.142061605,,-0.474626987,0.308990693,-0.148866529,-0.393717591,0.063985339
2014-02-12,0.144716435,-5.238212516,0.927508438,,0.353761245,0.338956337,,0.202638897,-0.053590176,-0.059704137,0.176531439,-0.763732444,-0.024534023,,-1.28021012,-0.046793926,,,0.111956602,-0.24248224,,-1.286757869,0.469863119,-0.497426471,-0.589469233,0.10705064
2014-02-13,0.067954396,-5.087633674,0.867348808,,0.450316931,0.24071247,,0.24691159,-0.073903048,-0.111271004,0.248070226,-0.382564515,-0.03302398,,-1.518313017,-0.09495931,,,0.127063846,-0.148961961,,-1.076922087,0.310380669,-0.366461291,-0.662451127,0.260926374
2014-02-14,0.232638034,-6.877985709,1.036299097,,0.510309142,0.241442151,,0.286114714,-0.066547558,-0.14048766,0.246005676,-0.534114079,-0.103095257,,-1.910230534,-0.055878531,,,0.073633508,-0.297745136,,-0.810299594,0.268750206,-0.39746047,-0.43942933,0.063337965
2014-02-17,0.197041563,-7.047605082,1.32828124,,0.414053383,0.297177441,,0.216706307,-0.088518944,-0.014587401,0.217845803,-0.363768528,-0.112984823,,-2.309907128,-0.042827372,,,0.029461396,-0.298787332,,-1.081320104,0.182790049,-0.527749748,-0.516677814,0.143387643
2014-02-18,0.695603774,-4.330007747,0.882554261,,0.152105425,0.059938301,,0.093751691,-0.044644972,0.002072704,0.121058093,-0.359779213,-0.088774817,,-1.823700461,-0.059455849,,,-0.062689414,-0.170212433,,-0.989148258,0.066391484,-0.335494327,-0.565351328,0.062510986
2014-02-19,-0.00967332,-7.0540095,2.308995262,,0.245339998,0.085628265,,0.149991062,-0.070527971,-0.000935107,0.203873464,-0.559403533,-0.040238704,,-1.92262322,-0.052988215,,,-0.083341572,-0.23819202,,-1.394433154,0.077581901,-0.581186339,-0.417826698,0.140333389
2014-02-20,-0.017002179,-6.380054846,3.136591035,,0.103291413,0.150439889,,0.296730522,-0.056794004,-0.016373792,0.2013362,-0.662808229,-0.060245284,,-1.920946135,-0.041006392,,,-0.150816177,-0.246285709,,-1.045984968,0.085850804,-1.027286508,-0.408971333,0.124685552
2014-02-21,-0.026466038,-6.275228297,1.842791102,,0.245587279,0.319098559,,0.264420612,-0.075148523,-0.029924373,0.136955452,-0.870151849,-0.017400462,,-2.226542657,-0.068047328,,,-0.139992001,-0.157805979,,-1.046127266,0.169117419,-0.472314245,-0.534334369,0.176633053
2014-02-24,-0.043550574,-6.972899721,1.46777446,,0.527844816,0.253367885,,0.141897425,-0.102926927,-0.05077237,0.150682817,-0.543811241,-0.035257435,,-3.274902104,-0.056592144,,,-0.206236154,-0.292379048,,-0.670288318,0.223662957,-0.221495558,-0.493939135,0.135479271
2014-02-25,-0.037179689,-4.69035202,0.985201766,,0.229783187,0.201495206,,0.091699438,-0.046358995,-0.068245339,0.151818547,-0.337787299,-0.012522563,,-2.522548119,-0.049551085,,,-0.05578914,-0.350219454,,-0.819334441,0.139628088,-0.291533262,-0.382714488,0.174834954
2014-02-26,-0.039985464,-6.166404977,1.820854848,,0.079478284,0.251640847,,0.19365174,-0.034577097,-0.048664434,0.163380097,-0.333500901,0.003479132,,-3.027272673,-0.081253423,,,-0.135636421,-0.143050277,,-0.732574957,0.300345553,-0.648780488,-0.538855495,0.037539844
2014-02-27,-0.03995154,-5.955855691,1.607220179,,0.096092273,0.268580113,,0.204894846,-0.032397878,-0.042446678,0.223143899,-0.222670379,-0.006468928,,-2.346273079,-0.054739698,,,-0.111626647,-0.16341707,,-0.657025643,0.239323425,-0.66634178,-0.338674106,0.084676327
2014-02-28,-0.021141861,-5.112933994,2.522158076,,0.029631793,0.309060841,,0.299308648,-0.027609883,-0.04803207,0.256529163,-0.472698066,0.01262094,,-1.878126671,-0.042487364,,,-0.006785246,-0.22153203,,-1.204033211,0.41767214,-0.426119403,-0.275845546,0.053714876
2014-03-03,-0.039338221,-5.844695219,1.192901123,,-0.007344647,0.343101075,,0.223285843,-0.020333087,-0.028719775,0.293254132,-0.5182534,0.017078286,,-2.513818264,-0.019264567,,0.025914993,-0.030401545,-0.181575567,,-0.765734257,0.308953542,-0.806243965,-0.311073326,0.057083486
2014-03-04,-0.043053768,-4.874825709,0.590797017,,-0.068833935,0.29611637,,0.264007864,-0.004084276,-0.041637772,0.260017122,-0.422035528,0.019447707,,-2.046434319,-0.013735284,,0.059773696,-0.188850074,-0.267947609,,-0.862385138,0.350427154,-0.512354503,-0.275008274,0.071745066
2014-03-05,-0.06221654,-5.984645812,1.084563945,,-0.072213245,0.156094288,,0.263812574,-0.024222414,-0.038394357,0.372330076,-0.522803262,0.003553904,,-2.291741783,0.015086042,,0.064736997,-0.230285883,-0.227141214,,-1.589449309,0.807480727,-0.28671072,-0.244508585,0.021540217
2014-03-06,-0.096349344,-4.460910707,1.506365643,,-0.193922692,0.10859467,,0.159382747,-0.020936694,-0.061247298,0.293895177,-0.411258801,-0.012096602,,-1.914927757,0.013599127,,0.174882929,-0.194308644,-0.183045319,,-1.308140646,0.294328516,-0.269940506,-0.185262347,0.058984162
2014-03-07,-0.058488425,-4.720828951,2.452345633,,-0.29841305,0.293998641,,0.161000028,-0.043954178,-0.078213657,0.238685471,-0.471808151,-0.021605774,,-2.050064776,-0.009631583,,0.1143119,-0.383312249,-0.267203172,,-0.339219693,0.356792825,-0.445396505,-0.249385841,0.160502491
2014-03-10,-0.228626145,-6.213547292,0.811210359,,-0.031906568,0.136980913,,0.156698874,-0.031496681,-0.029871215,0.287065038,-0.287879458,-0.026999456,,-1.94439944,0.018244884,,0.178198857,-0.276658254,-0.297035194,,-0.314345272,0.384289896,-0.239606023,-0.218976862,0.104291406
2014-03-11,-0.176018073,-3.548706544,0.804781002,,-0.151453824,0.250401889,,0.190236919,-0.116274052,-0.007607546,0.162552625,-0.193026637,0.004552055,,-1.838619857,0.012740923,,0.144799545,-0.500825017,-0.289426642,,-0.507485182,0.3030874,-0.140317929,-0.183984248,0.071985636
2014-03-12,-0.281639236,-4.290237565,1.328947729,,-0.025500279,0.115518877,,0.07807174,-0.015700756,-0.000883267,0.165507806,-0.252002985,-0.050781931,,-1.527902145,0.026478891,,0.133753044,-0.206192504,-0.204983733,,-0.352006035,0.379103679,-0.318011442,-0.13776928,0.027406981
2014-03-13,-0.560807386,-4.835859984,0.725802921,,-0.159021128,0.125981856,,0.07539999,-0.015942503,0.005789223,0.206699794,-0.295315934,-0.055627111,,-1.708485115,0.025322877,,0.193979381,-0.225943185,-0.142730144,,-0.706014868,0.592718916,-0.509733124,-0.205670696,0.012979947
2014-03-14,-0.575411469,-5.629074954,0.243258198,,-0.331194755,0.318670227,,0.064959532,-0.033947803,-0.00213577,0.263078858,-0.209334904,-0.020441435,,-1.366562722,0.020538284,,0.325535954,-0.271168919,-0.316294625,,-1.083837056,0.647645805,-1.335245902,-0.248552446,0.069301623
2014-03-17,-50.03407132,-5.233528332,0.157567531,,-0.318862272,0.126561541,,0.048177301,-0.024966636,0.01303584,0.138807888,-0.240712703,-0.033912861,,-1.456331586,0.024530098,,0.113996093,-0.338082864,-0.218235577,,-0.560379801,0.319333924,-0.633333333,-0.226345848,0.060684248
2014-03-18,-1.736355034,-6.071239696,0.558089518,,-0.240842714,0.008036407,,0.071631554,-0.026716325,0.021506524,0.253155623,-0.210892394,-0.05285781,,-1.149492478,0.010142828,,0.160164482,-0.402988706,-0.222886941,,-0.616799774,0.215603621,-1.075642418,-0.242123599,0.058686122
2014-03-19,-0.033507282,-5.796029466,0.465471296,,0.010772102,0.008634917,,0.065691144,-0.021926282,0.029374087,0.231168278,-0.326788483,-0.039427308,,-0.674814367,-0.03562958,,0.070681155,-0.305432809,-0.234858845,,-0.74964572,0.426173943,-0.611414392,-0.235617558,0.126906578
2014-03-20,-0.037830223,-7.803726054,0.401843154,,-0.036107808,0.014928088,,0.129314125,-0.027320909,0.043563822,0.158794381,-0.101036185,-0.089347321,,-0.702881177,-0.03875853,,0.129401081,-0.350469662,-0.221756996,,-1.113709304,0.107903128,-0.075994496,-0.220575662,0.169137377
2014-03-21,-0.029637579,-4.07295517,0.385374724,,-0.058187808,-0.071376686,,0.048422064,-0.021047474,0.043151211,0.249402838,-0.0432029,-0.120340171,,-0.789978907,-0.013437471,,0.137412113,-0.305704841,-0.265911304,,-0.674970116,-0.015356497,-0.209653342,-0.211158993,0.124988125
2014-03-24,-0.038034467,-5.956496866,0.646071531,,-0.082816986,-0.492052054,,0.072940355,-0.022685939,0.01456695,0.199970689,-0.073823942,-0.159546678,,-1.201857416,-0.04177849,,0.142650515,-0.376308908,-0.288277552,,-0.975589242,0.190075359,-0.405172414,-0.19581404,0.109067296
2014-03-25,-0.056572302,-8.245073162,0.690609462,,-0.020151615,-0.272955175,,0.0535385,-0.014856774,0.031384056,0.1928261,-0.09559443,-0.216148608,,-2.100604545,-0.070779118,,0.042374575,-0.415077259,-0.293675532,,-0.830365819,0.284727399,-0.185810499,-0.315222037,0.1095242
2014-03-26,-0.053574027,-4.782118488,0.515692399,,-0.073320785,-0.175687816,,0.058144236,-0.01447153,0.027764647,0.165701205,-0.035961126,-0.127555961,,-1.525164935,-0.047787742,,-0.00433429,-0.368999792,-0.215220663,,-1.240323685,-0.094570662,-0.313778772,-0.233101977,-7.00E-05
